iter	MultiClass
717	0.006862159627
718	0.006852887487
719	0.006840770354
720	0.006828044906
721	0.006817423817
722	0.006804680923
723	0.006791849826
724	0.006781344995
725	0.006771336635
726	0.006760631426
727	0.006751341281
728	0.006737843852
729	0.006729009932
730	0.006719100325
731	0.006707258752
732	0.006697294417
733	0.006688086559
734	0.006678401324
735	0.006666930673
736	0.006657055608
737	0.006647522814
738	0.006641542881
739	0.006633151217
740	0.006624490044
741	0.006614025267
742	0.006602740495
743	0.006596782218
744	0.006585167256
745	0.006573925816
746	0.006561096497
747	0.006552802039
748	0.006543295663
749	0.00653365561
750	0.006523762654
751	0.00651453923
752	0.006505696559
753	0.006494141007
754	0.006485883057
755	0.006478232436
756	0.006469732156
757	0.006462211576
758	0.006455282695
759	0.006443160249
760	0.006432272135
761	0.006420415976
762	0.006411169917
763	0.006397296219
764	0.006382077525
765	0.006372694178
766	0.006362216832
767	0.006351970603
768	0.006339636323
769	0.006328932772
770	0.006319290044
771	0.006312402379
772	0.006301957925
773	0.006289405434
774	0.00627817264
775	0.006269421097
776	0.006258723913
777	0.006251395496
778	0.006242648901
779	0.006234422061
780	0.00622759254
781	0.006216926073
782	0.006210362133
783	0.00620059622
784	0.006193286058
785	0.006182898562
786	0.006171793234
787	0.006165515748
788	0.006154933806
789	0.006146542607
790	0.006138678185
791	0.006130406571
792	0.006120715269
793	0.006110894621
794	0.006102941826
795	0.006091544313
796	0.006082160015
797	0.006069664271
798	0.006060787775
799	0.006052814604
800	0.006040264458
801	0.00603326329
802	0.00602605043
803	0.006018504847
804	0.006009560228
805	0.006000279266
806	0.005994006789
807	0.005986614084
808	0.005980633653
809	0.005972839499
810	0.00596624084
811	0.005960471234
812	0.005950125274
813	0.00594186239
814	0.005934669648
815	0.00592855594
816	0.005922912489
817	0.005910870515
818	0.005902599229
819	0.005894847069
820	0.005885877766
821	0.005878814729
822	0.005870937224
823	0.005861072669
824	0.005851936908
825	0.005843327093
826	0.005834698072
827	0.005828369143
828	0.005822604864
829	0.005813151024
830	0.005801792691
831	0.005795407472
832	0.005790309657
833	0.005784052598
834	0.005776519741
835	0.005769628176
836	0.005763256388
837	0.005756393071
838	0.005747394667
839	0.005741304385
840	0.005735415553
841	0.00573006105
842	0.005723046028
843	0.005716777892
844	0.005709949041
845	0.005703172851
846	0.005696985071
847	0.005690179811
848	0.005683168382
849	0.00567691899
850	0.005668806906
851	0.005662440477
852	0.005655423122
853	0.005647067715
854	0.005639196358
855	0.005631184258
856	0.005623710872
857	0.005617000621
858	0.005606042696
859	0.005599762732
860	0.005590610041
861	0.005585933861
862	0.005579422674
863	0.005573542144
864	0.005564898522
865	0.005556671411
866	0.00555151844
867	0.005545113026
868	0.005535603991
869	0.005529866698
870	0.00552321286
871	0.005517018436
872	0.005511472482
873	0.00550530547
874	0.005496119632
875	0.005489464859
876	0.00548017764
877	0.005473821486
878	0.005466443616
879	0.005458456494
880	0.005450315469
881	0.005444696849
882	0.005437909323
883	0.005429362002
884	0.005420114539
885	0.005413273191
886	0.005407215627
887	0.005401335707
888	0.005390393788
889	0.005384762273
890	0.005374981173
891	0.005367381441
892	0.005359805945
893	0.005355524342
894	0.005348844674
895	0.005341612318
896	0.005335474966
897	0.005331042757
898	0.005325131992
899	0.005316386651
900	0.005308284621
901	0.005301457858
902	0.005296090517
903	0.005288567506
904	0.005282301888
905	0.005276188547
906	0.005269965675
907	0.005264295633
908	0.005259292107
909	0.005251087591
910	0.00524511718
911	0.005237541566
912	0.005229349295
913	0.005221074441
914	0.005215526587
915	0.005207865967
916	0.005200852077
917	0.005193763277
918	0.005188747316
919	0.005183115134
920	0.005177346657
921	0.005172176115
922	0.005165547096
923	0.005158006656
924	0.005150119746
925	0.005146096507
926	0.0051404388
927	0.005134709756
928	0.00512818605
929	0.005120963488
930	0.005114319053
931	0.005108093943
932	0.005103231799
933	0.005096711466
934	0.005090207078
935	0.005086083077
936	0.005082348617
937	0.005078081471
938	0.005071663616
939	0.005065130782
940	0.00506063256
941	0.00505668348
942	0.005052412597
943	0.005045319083
944	0.005040989404
945	0.005035758262
946	0.00503063776
947	0.005025911947
948	0.005018891335
949	0.005014476424
950	0.005008921345
951	0.005003849706
952	0.004997774907
953	0.004993013903
954	0.004985872916
955	0.004980762479
956	0.004974609011
957	0.004968692966
958	0.004964412015
959	0.004957258054
960	0.004952356497
961	0.004945635915
962	0.004941247373
963	0.004932857646
964	0.004925999578
965	0.004919752024
966	0.004914957013
967	0.004909052817
968	0.004901593144
969	0.004895156202
970	0.004890890819
971	0.004884948299
972	0.004878845231
973	0.004874525657
974	0.004868377526
975	0.004861273881
976	0.004855810283
977	0.004851674505
978	0.004845821997
979	0.004841022729
980	0.004835827333
981	0.004830144988
982	0.004824499914
983	0.004819718913
984	0.004815638011
985	0.004808354707
986	0.004804270026
987	0.004799275955
988	0.004793609159
989	0.004789067227
990	0.004781959784
991	0.004778000649
992	0.004773643095
993	0.004769000875
994	0.004764102645
995	0.004758155344
996	0.00475039086
997	0.004744587745
998	0.004739956119
999	0.004734919745
