iter	MultiClass
0	1.014603807
1	0.9504391229
2	0.892401228
3	0.839508004
4	0.7871482819
5	0.7350918166
6	0.6981856918
7	0.6627353365
8	0.6275085561
9	0.5911870757
10	0.5612675656
11	0.5352656321
12	0.5127806964
13	0.4934607323
14	0.4728354394
15	0.451170596
16	0.4310045467
17	0.4126555671
18	0.3937930547
19	0.3779883219
20	0.3642309643
21	0.3485863979
22	0.3332281698
23	0.3200416426
24	0.3097257672
25	0.2967742434
26	0.2861740191
27	0.2781272016
28	0.2690617316
29	0.259338381
30	0.2506295534
31	0.2421667496
32	0.2354556517
33	0.229137835
34	0.2226174407
35	0.2164269026
36	0.210551421
37	0.2061836547
38	0.1995741611
39	0.1945430918
40	0.1894517974
41	0.184260436
42	0.1783479231
43	0.1733081018
44	0.1689752144
45	0.164512076
46	0.1606038233
47	0.156895072
48	0.1533963234
49	0.1495007264
50	0.1466592091
51	0.1434696875
52	0.1399133519
53	0.1367093777
54	0.1340684396
55	0.1320176865
56	0.1298615894
57	0.1277006143
58	0.1255341055
59	0.1229782822
60	0.1206422269
61	0.1190138849
62	0.116836907
63	0.1140276809
64	0.11198854
65	0.1095983565
66	0.1079419006
67	0.105496706
68	0.1037948542
69	0.1019756585
70	0.1004464336
71	0.09918034077
72	0.09727408504
73	0.09573823504
74	0.09425549959
75	0.09298700544
76	0.09144611977
77	0.09004371663
78	0.08874896539
79	0.0879116658
80	0.08662231734
81	0.08541735238
82	0.08397232298
83	0.08280756419
84	0.0818684697
85	0.08061851984
86	0.07963662581
87	0.07864848826
88	0.07767161827
89	0.07650968083
90	0.07532050215
91	0.07451253583
92	0.07349261043
93	0.07255811333
94	0.07158640175
95	0.07065038626
96	0.06978120085
97	0.06887460984
98	0.06819276748
99	0.06741512334
100	0.06675551158
101	0.06615120102
102	0.06528222237
103	0.06443866416
104	0.06367195514
105	0.06294694959
106	0.06241629932
107	0.06170279956
108	0.06107188444
109	0.0604451552
110	0.05991325414
111	0.05920262813
112	0.05862412586
113	0.05792225089
114	0.05740455343
115	0.05672191663
116	0.05609673628
117	0.05544609498
118	0.0549443358
119	0.05434786774
120	0.05379455143
121	0.05326756554
122	0.0527633209
123	0.05229928667
124	0.05190297659
125	0.05133207897
126	0.05086624459
127	0.05046086281
128	0.05002268987
129	0.04956621753
130	0.04913350616
131	0.0485206129
132	0.04806172444
133	0.0475190627
134	0.04714028996
135	0.04675026297
136	0.04635731162
137	0.04593845581
138	0.04555080035
139	0.04515508242
140	0.04468722693
141	0.04430586243
142	0.04389989038
143	0.0436210954
144	0.04329535869
145	0.0429284393
146	0.04266202617
147	0.04226362871
148	0.0419205204
149	0.04164250931
150	0.04122628906
151	0.04087782802
152	0.04060036945
153	0.04029205714
154	0.04002222524
155	0.03971221042
156	0.03931931943
157	0.03894127379
158	0.03865448527
159	0.0383428779
160	0.03805226005
161	0.037722054
162	0.03750934201
163	0.03723904888
164	0.03699190349
165	0.03678135344
166	0.0365992992
167	0.03630107278
168	0.03597178156
169	0.03577290909
170	0.03554470593
171	0.03530159053
172	0.03503002726
173	0.03475127006
174	0.0345105487
175	0.03435125494
176	0.03408185239
177	0.03389068728
178	0.03366352486
179	0.03350229597
180	0.03322698734
181	0.03302233816
182	0.03272897892
183	0.03255061709
184	0.03238060383
185	0.03213477308
186	0.0319340509
187	0.03169579607
188	0.0315012241
189	0.03131582581
190	0.03118048614
191	0.03098610972
192	0.03079364228
193	0.0305609591
194	0.03034602477
195	0.03016751944
196	0.03001175692
197	0.0298354011
198	0.02965874681
199	0.0294216199
200	0.02923756078
201	0.02907617535
202	0.0289261226
203	0.02876353144
204	0.02862289565
205	0.02845802308
206	0.0282675675
207	0.02806253751
208	0.027905542
209	0.02778790828
210	0.02765896364
211	0.02751888641
212	0.02740059979
213	0.02722362125
214	0.0270195542
215	0.02690233992
216	0.02675509747
217	0.02661829385
218	0.02648394593
219	0.02634831028
220	0.02622504971
221	0.02604758372
222	0.02590700168
223	0.02574792798
224	0.02563401476
225	0.02552489793
226	0.02540628752
227	0.02521609588
228	0.02509359472
229	0.02498133261
230	0.0248410295
231	0.02470538644
232	0.0245694605
233	0.02441987698
234	0.02428207163
235	0.02419634843
236	0.02405830184
237	0.02395434581
238	0.0238413055
239	0.02373220641
240	0.02361232373
241	0.02347267842
242	0.02333314395
243	0.02322977855
244	0.02313773283
245	0.0230242805
246	0.02294902799
247	0.02281419597
248	0.02272355746
249	0.02258633847
250	0.02246308641
251	0.02234548877
252	0.02224749415
253	0.02213247743
254	0.02202615409
255	0.02193986225
256	0.02186436538
257	0.02176302738
258	0.02168551572
259	0.02158030649
260	0.0214269226
261	0.02131866969
262	0.02123952815
263	0.02115509159
264	0.02106596042
265	0.02100277215
266	0.02090939567
267	0.02083321165
268	0.02075820002
269	0.0206683383
270	0.02056007224
271	0.02046904824
272	0.02040413931
273	0.02032871286
274	0.02024602361
275	0.02018267277
276	0.02012233895
277	0.02004467355
278	0.0199131859
279	0.01984446332
280	0.01973751656
281	0.01964885564
282	0.01957543505
283	0.01949413121
284	0.01942904386
285	0.01936061817
286	0.01928754421
287	0.01920702797
288	0.01913632107
289	0.01905997047
290	0.01899257991
291	0.0189382991
292	0.01884932265
293	0.01876174306
294	0.01868767116
295	0.01859816785
296	0.0185377029
297	0.01847661337
298	0.01840715204
299	0.01835640939
300	0.01828849254
301	0.01821049186
302	0.01811468508
303	0.01805797734
304	0.01798920636
305	0.01792355725
306	0.01782805643
307	0.01775114867
308	0.01767356163
309	0.01762171254
310	0.01756784422
311	0.01749173055
312	0.01743561891
313	0.0173759041
314	0.01731618334
315	0.01726356913
316	0.01720012707
317	0.0171337231
318	0.01705299282
319	0.01700699072
320	0.01693263956
321	0.01688149509
322	0.01682343291
323	0.01676556944
324	0.01669564712
325	0.01660845067
326	0.01655284728
327	0.01650336449
328	0.01646641402
329	0.01641057932
330	0.01634898432
331	0.01629412241
332	0.01624360492
333	0.01618569373
334	0.01611107001
335	0.01605973773
336	0.01601587746
337	0.01595845458
338	0.0158928396
339	0.01582634098
340	0.01576339481
341	0.01571379719
342	0.01566772509
343	0.01562582547
344	0.01557626359
345	0.01552092183
346	0.01547654599
347	0.01541669146
348	0.01537210823
349	0.01532458042
350	0.01527601486
351	0.01522898565
352	0.01518644667
353	0.01512672851
354	0.01507291485
355	0.01499677919
356	0.01495815987
357	0.0148981344
358	0.01484689969
359	0.01480844909
360	0.01477249746
361	0.01471372466
362	0.01466249248
363	0.01462663006
364	0.01458477623
365	0.01452482279
366	0.0144886895
367	0.01444297448
368	0.014396717
369	0.01434971731
370	0.0142985425
371	0.014251086
372	0.01420171272
373	0.0141619293
374	0.01410614949
375	0.01405600924
376	0.01401975163
377	0.01397373575
378	0.01393841979
379	0.01387865641
380	0.01383293074
381	0.01379479362
382	0.01375438737
383	0.01371593774
384	0.01367842728
385	0.01363751115
386	0.01360100782
387	0.01356272315
388	0.01351157289
389	0.01347129187
390	0.01342335215
391	0.01337490927
392	0.01334080493
393	0.01331450385
394	0.01328046178
395	0.01324719103
396	0.0132003139
397	0.01315754436
398	0.01312323531
399	0.01307366347
400	0.0130349394
401	0.01299771098
402	0.0129578769
403	0.01292748582
404	0.01288680482
405	0.01284831317
406	0.01281972765
407	0.01278744261
408	0.01275762859
409	0.01273111359
410	0.01268314107
411	0.01265433776
412	0.01263043351
413	0.01260078535
414	0.01257073241
415	0.01252534748
416	0.01249209854
417	0.01244844767
418	0.01241296711
419	0.01238865175
420	0.01235891818
421	0.01232315709
422	0.01229356302
423	0.01227013827
424	0.01223907674
425	0.01220946575
426	0.01218422048
427	0.01214100787
428	0.01210908245
429	0.01207196733
430	0.0120468748
431	0.01201070238
432	0.01198568534
433	0.01195453125
434	0.01193085636
435	0.01189749149
436	0.01186729288
437	0.01183919302
438	0.01180743307
439	0.01178230313
440	0.01175197223
441	0.01172674159
442	0.01169472376
443	0.01166812392
444	0.0116337981
445	0.01161315269
446	0.01158753289
447	0.01156633674
448	0.01153212099
449	0.01150783465
450	0.01148695883
451	0.01145919319
452	0.01143815356
453	0.01140194506
454	0.0113740489
455	0.01133697503
456	0.01130768015
457	0.01127268404
458	0.01124896878
459	0.01122206533
460	0.01119799543
461	0.01117709096
462	0.01115604176
463	0.01112393302
464	0.01109810029
465	0.01107550565
466	0.01105091724
467	0.01102640251
468	0.01098270714
469	0.01095890767
470	0.01092907184
471	0.01090100187
472	0.01087492549
473	0.01085265177
474	0.01083023627
475	0.01081024896
476	0.01078568978
477	0.01076340881
478	0.01073619492
479	0.01071309128
480	0.01069334766
481	0.01066565829
482	0.01064408031
483	0.01062335758
484	0.01060155915
485	0.01057388983
486	0.01055245208
487	0.01052391408
488	0.01049701599
489	0.0104696218
490	0.01044775552
491	0.01041751163
492	0.01039464731
493	0.01037639442
494	0.01035769189
495	0.01033495817
496	0.01031580821
497	0.01029296981
498	0.01027262714
499	0.01025209969
500	0.0102310127
501	0.01020993473
502	0.01017311272
503	0.01014404553
504	0.01012124347
505	0.01010211977
506	0.01007969582
507	0.01005222378
508	0.01003280087
509	0.01001120052
510	0.009992319482
511	0.009972886877
512	0.009955595947
513	0.009932932394
514	0.009912299653
515	0.009896930573
516	0.009875649229
517	0.009851322511
518	0.009821783391
519	0.009796097059
520	0.00978034231
521	0.009761972949
522	0.009739064668
523	0.009710704744
524	0.00968420573
525	0.00966187937
526	0.009638354579
527	0.009619704717
528	0.009598152587
529	0.009584712346
530	0.009568564739
531	0.00954973296
532	0.009525081931
533	0.00951141865
534	0.009488868536
535	0.009469438286
536	0.009452836822
537	0.009435986611
538	0.009417851766
539	0.009402394634
540	0.009388253457
541	0.009366932014
542	0.00934345927
543	0.009328204794
544	0.009304695051
545	0.009288543628
546	0.009271363643
547	0.009252166036
548	0.009228648118
549	0.00920734061
550	0.009189989837
551	0.009175336805
552	0.009154163369
553	0.009138696358
554	0.009122867546
555	0.009100128437
556	0.009084202902
557	0.009066302686
558	0.009052848072
559	0.009037156137
560	0.009009518496
561	0.008994456699
562	0.008965603581
563	0.008950541873
564	0.008931391594
565	0.008918318094
566	0.008901288835
567	0.008888795128
568	0.008867969991
569	0.008847115155
570	0.008830464858
571	0.008812883847
572	0.008792609445
573	0.008773514123
574	0.00875816574
575	0.008739298984
576	0.008727013647
577	0.008714234353
578	0.008694923047
579	0.008682136846
580	0.008670079509
581	0.008655447929
582	0.00863423838
583	0.008619449512
584	0.008598632679
585	0.008586242506
586	0.008563747729
587	0.008549331017
588	0.0085361722
589	0.008519122877
590	0.008505374334
591	0.008493343228
592	0.008478531951
593	0.008466793343
594	0.008454659368
595	0.008439308849
596	0.008418418227
597	0.00840501524
598	0.008388986004
599	0.008370570316
600	0.008353323961
601	0.008338541806
602	0.008325798484
603	0.008307450114
604	0.008294337702
605	0.008282692457
606	0.008263391302
607	0.00824801554
608	0.008234386163
609	0.008217780726
610	0.008202918617
611	0.008191255658
612	0.00816893334
613	0.008149890533
614	0.00813169541
615	0.008114434565
616	0.008101152178
617	0.008088208174
618	0.008078809635
619	0.008063239102
620	0.008047802633
621	0.008031958695
622	0.008018128242
623	0.008000183784
624	0.007987482389
625	0.007975190518
626	0.007959105578
627	0.007944939793
628	0.007928955888
629	0.007913834963
630	0.007900272482
631	0.007884334996
632	0.007868201943
633	0.007858762509
634	0.007848625372
635	0.007838859922
636	0.007827983694
637	0.007813647685
638	0.007803360548
639	0.007790688089
640	0.007773513073
641	0.007762205352
642	0.007748899889
643	0.007731884879
644	0.007721527273
645	0.007704608637
646	0.007691917979
647	0.007677616019
648	0.007662206249
649	0.00764873828
650	0.007637137987
651	0.007625439522
652	0.007613120759
653	0.007598300858
654	0.007587432628
655	0.007575371399
656	0.007564992866
657	0.007551342913
658	0.007538221947
659	0.0075221889
660	0.007509208682
661	0.007501599101
662	0.007481909755
663	0.007470203192
664	0.007460450377
665	0.007450347764
666	0.007438769095
667	0.007427902649
668	0.007413243913
669	0.007400137322
670	0.007384816194
671	0.007372824013
672	0.007361001144
673	0.007342830242
674	0.007328046894
675	0.007316906815
676	0.007306051404
677	0.007294097959
678	0.007285007039
679	0.007273148328
680	0.007261940194
681	0.007252408984
682	0.00724185074
683	0.007229018878
684	0.007219269917
685	0.007209905843
686	0.007199018473
687	0.007186833728
688	0.007178676671
689	0.007170624714
690	0.007153323648
691	0.00714576471
692	0.007136594001
693	0.007128950879
694	0.007116582413
695	0.007103140615
696	0.007092649089
697	0.007082279208
698	0.007068190249
699	0.007056718319
700	0.007045615279
701	0.007035836368
702	0.00702195014
703	0.007010848652
704	0.007002995787
705	0.006992174006
706	0.0069831986
707	0.006974109876
708	0.006966344549
709	0.006955133677
710	0.0069417267
711	0.006928713987
712	0.006918350498
713	0.006909758157
714	0.006896823749
715	0.006885126552
716	0.006875937406
